project_key,source_row_number,mp_name,mp_name_canonical,mp_key,work_raw,work_clean,work_key,category,state,state_key,constituency,constituency_key,ida,ida_key,city,ward,block,village,locality,locality_key,recommended_date,allocation_amount,ida_approval,status,house,duplicate_group_key,exact_duplicate_group_count,is_exact_duplicate_candidate,data_quality_flags,source_dataset,allocation_amount_numeric,recommended_month,recommended_year,mp_allocated_amount,project_amount_as_pct_of_mp_allocation,mp_project_count,mp_total_recommended_amount,ida_project_count,ida_total_recommended_amount,state_project_count,state_total_recommended_amount,constituency_project_count,constituency_total_recommended_amount,mp_remaining_estimated_allocation,same_work_same_locality_count,same_work_same_block_count,same_work_same_constituency_count,same_mp_same_work_count,same_ida_same_work_count,same_mp_same_day_count,same_ida_same_day_count,same_work_same_day_count,locality_project_count,same_ida_locality_7day_sub5l_count,same_mp_locality_7day_sub5l_count,category_median_amount,state_category_median_amount,constituency_category_median_amount,amount_vs_category_median_ratio,amount_vs_state_category_median_ratio,amount_vs_constituency_category_median_ratio,missing_locality_flag,status_unsanctioned_flag,ida_pending_flag,is_sub_5_lakh,is_near_5_lakh,is_high_value_project,possible_text_duplicate,possible_cost_outlier,possible_split_sanction,possible_pending_risk,duplicate_risk_score,cost_risk_score,split_sanction_risk_score,pending_risk_score,risk_score_rule_based,risk_level_rule_based,weak_label_any_risk,weak_label_duplicate,weak_label_cost_outlier,weak_label_split_sanction,weak_label_pending,isolation_forest_raw_score,isolation_forest_risk_score,isolation_forest_anomaly_flag,model_duplicate_score,model_financial_rule_score,model_financial_isolation_score,model_financial_score,model_split_sanction_score,model_pending_score,model_risk_score,model_risk_level,model_reasons,mock_case_type,expected_risk_level,minimum_expected_risk_level,expected_reason
MOCK-DUPLICATE-004,5,SHRI CM Ramesh,Cm Ramesh,cm_ramesh,NA - Installing community drinking water plants,Installing community drinking water plants - duplicate recommendation,installing_community_drinking_water_plants,Normal/Others,Andhra Pradesh,andhra_pradesh,SITTING RAJYA SABHA,sitting_rajya_sabha,DISTRICT COLLECTOR CUDDAPAH_IDA,district_collector_cuddapah_ida,,,Peddamudium,Balapana Gudur,"Peddamudium, Balapana Gudur",peddamudium_balapana_gudur,2023-09-04,225000,Approved by IDA,Unsanctioned,Rajya Sabha,100a72aa9f88e175,5,true,,MOCK_VALIDATION,225000,2023-09,2023,0.0,0.0,98,101748356,169,225247356,3131,2344937649,10723,8317795158,-101748356.0,5,5,220,47,47,24,19,26,1,1,1,400000.0,500000.0,490000.0,0.5625,0.45,0.4592,false,true,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,true,true,false,false,false,-0.220163,18.51,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,duplicate,YELLOW,YELLOW,Same work repeated in same locality
MOCK-DUPLICATE-005,6,Ajay Bhatt,Ajay Bhatt,ajay_bhatt,NA - Construction of common work sheds/ common covered sitting area,Construction of common work sheds/ common covered sitting area - duplicate recommendation,construction_of_common_work_sheds_common_covered_sitting_area,Normal/Others,Uttarakhand,uttarakhand,NAINITAL UDHAM SINGH NAG.,nainital_udham_singh_nag,DISTRICT MAGISTRATE NAINITAL_IDA,district_magistrate_nainital_ida,,,Nainital,Alchaunaa,"Nainital, Alchaunaa",nainital_alchaunaa,2024-01-02,200000,Action Pending,Unsanctioned,Lok Sabha,c1fd5659eaa7f186,5,true,,MOCK_VALIDATION,200000,2024-01,2024,147000000.0,0.0014,262,77460962,185,50685504,1476,323104597,262,77460962,69539038.0,5,11,101,101,67,7,6,8,5,3,3,400000.0,160173.0,250000.0,0.5,1.2486,0.8,false,true,true,true,false,false,true,false,false,true,89,1.24,0,35,35.08,YELLOW,true,true,false,false,true,-0.144997,76.13,False,74,0,0.0,0.0,0,45,26.7,GREEN,Repeated work appears in same locality or exact duplicate group | Project is unsanctioned with action pending,duplicate,YELLOW,YELLOW,Same work repeated in same locality
MOCK-DUPLICATE-006,7,Shri Komati Reddy Venkat Reddy,Komati Reddy Venkat Reddy,komati_reddy_venkat_reddy,NA - Street lights,Street lights - duplicate recommendation,street_lights,Normal/Others,Telangana,telangana,BHONGIR,bhongir,DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA,district_collector_yadadri_bhuvanagiri_ida,,,Addaguduru,Addagudoor,"Addaguduru, Addagudoor",addaguduru_addagudoor,2023-12-09,223000,Action Pending,Unsanctioned,Lok Sabha,63c8cca51b12fe1c,5,true,,MOCK_VALIDATION,223000,2023-12,2023,0.0,0.0,292,71720000,156,36581000,2024,751653933,292,71720000,-71720000.0,5,15,177,177,110,196,69,132,2,2,2,400000.0,350000.0,150000.0,0.5575,0.6371,1.4867,false,true,true,true,false,false,true,false,false,true,82,0.0,0,35,32.2,YELLOW,true,true,false,false,true,-0.177868,61.63,False,71,0,0.0,0.0,0,45,25.8,GREEN,Repeated work appears in same locality or exact duplicate group | Project is unsanctioned with action pending,duplicate,YELLOW,YELLOW,Same work repeated in same locality
MOCK-DUPLICATE-007,8,Smt Aparajita Sarangi,Aparajita Sarangi,aparajita_sarangi,NA - Street lights,Street lights - duplicate recommendation,street_lights,Normal/Others,Odisha,odisha,BHUBANESWAR,bhubaneswar,DISTRICT COLLECTOR KHORDHA_IDA,district_collector_khordha_ida,Bhubaneswar,Khordha Municipality Area - 22 Wards,,,"Bhubaneswar, Khordha Municipality Area - 22 Wards",bhubaneswar_khordha_municipality_area_22_wards,2023-04-26,1640000,Approved by IDA,Unsanctioned,Lok Sabha,f423889269425a6f,5,true,,MOCK_VALIDATION,1640000,2023-04,2023,147420861.41,0.0111,434,61235000,507,103926752,3844,1383253124,434,61235000,86185861.41,5,5,126,126,129,42,42,5,1,0,0,400000.0,250000.0,100000.0,4.1,6.56,16.4,false,true,false,false,false,false,false,true,false,false,10,100.0,0,0,38.5,YELLOW,true,true,true,false,false,0.04041,98.49,True,3,100,98.49,100.0,0,0,35.9,YELLOW,Allocation amount is high compared with trained category/state distribution | Financial pattern is unusual against the IsolationForest train distribution,duplicate,YELLOW,YELLOW,Same work repeated in same locality
MOCK-DUPLICATE-008,9,Ramesh Chandappa Jigajinagi,Ramesh Chandappa Jigajinagi,ramesh_chandappa_jigajinagi,NA - Construction of rooms and halls in school and colleges,Construction of rooms and halls in school and colleges - duplicate recommendation,construction_of_rooms_and_halls_in_school_and_colleges,Normal/Others,Karnataka,karnataka,BIJAPUR(SC),bijapur_sc,DEPUTY COMMISSIONER BIJAPUR_IDA,deputy_commissioner_bijapur_ida,,,Indi,Sangogi,"Indi, Sangogi",indi_sangogi,2024-01-14,250000,Action Pending,Unsanctioned,Lok Sabha,5b09a368dcd3d78e,5,true,,MOCK_VALIDATION,250000,2024-01,2024,269500000.0,0.0009,325,86570000,325,86570000,3121,1670831193,325,86570000,182930000.0,5,10,80,80,80,5,5,5,1,1,1,400000.0,500000.0,250000.0,0.625,0.5,1.0,false,true,true,true,false,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,true,true,false,false,true,-0.19544,49.18,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,duplicate,YELLOW,YELLOW,Same work repeated in same locality
MOCK-DUPLICATE-009,10,Chaudhary Mehboob Ali Kaiser,Chaudhary Mehboob Ali Kaiser,chaudhary_mehboob_ali_kaiser,NA - Lighting of public spaces,Lighting of public spaces - duplicate recommendation,lighting_of_public_spaces,Normal/Others,Bihar,bihar,KHAGARIA,khagaria,DISTRICT PLANNING OFFICER KHAGARIA_IDA,district_planning_officer_khagaria_ida,Khagaria,5,,,"Khagaria, 5",khagaria_5,2023-09-02,210000,Approved by IDA,Unsanctioned,Lok Sabha,2f90de1eebd261f6,5,true,,MOCK_VALIDATION,210000,2023-09,2023,0.0,0.0,71,26979604,63,24839604,4575,3315478980,71,26979604,-26979604.0,5,5,50,50,47,10,10,9,1,1,1,400000.0,500000.0,210000.0,0.525,0.42,1.0,false,true,false,true,false,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,true,true,false,false,false,-0.224771,10.5,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,duplicate,YELLOW,YELLOW,Same work repeated in same locality
MOCK-DUPLICATE-010,11,Lavu Sri Krishna Devarayalu,Lavu Sri Krishna Devarayalu,lavu_sri_krishna_devarayalu,NA - Improvement of electricity distribution infrastructure,Improvement of electricity distribution infrastructure - duplicate recommendation,improvement_of_electricity_distribution_infrastructure,Normal/Others,Andhra Pradesh,andhra_pradesh,NARASARAOPET,narasaraopet,District Collector Palnadu_IDA,district_collector_palnadu_ida,,,Bellamkonda,Bellamkonda,"Bellamkonda, Bellamkonda",bellamkonda_bellamkonda,2023-10-03,100000,Approved by IDA,Unsanctioned,Lok Sabha,7aba6c7efca2ac4a,5,true,,MOCK_VALIDATION,100000,2023-10,2023,174009663.11,0.0006,85,63220000,94,78320000,3131,2344937649,85,63220000,110789663.11,5,5,34,34,34,24,25,31,2,2,2,400000.0,500000.0,800000.0,0.25,0.2,0.125,false,true,false,true,false,false,true,false,false,false,85,0.0,0,0,29.75,GREEN,true,true,false,false,false,-0.175591,62.85,False,91,0,0.0,0.0,0,0,35.0,YELLOW,Repeated work appears in same locality or exact duplicate group,duplicate,YELLOW,YELLOW,Same work repeated in same locality
MOCK-COST_OUTLIER-001,1,Smt Seema Dwivedi,Seema Dwivedi,seema_dwivedi,WS/MP202/2023-2024/40681 - Improvement of electricity distribution infrastructure,Improvement of electricity distribution infrastructure,improvement_of_electricity_distribution_infrastructure,Normal/Others,Uttar Pradesh,uttar_pradesh,SITTING RAJYA SABHA,sitting_rajya_sabha,DISTRICT MAGISTRATE JAUNPUR_IDA,district_magistrate_jaunpur_ida,,,Maharaj Ganj,Uday Bhanpur,"Maharaj Ganj, Uday Bhanpur",maharaj_ganj_uday_bhanpur,2023-10-26,3200000,Approved by IDA,Unsanctioned,Rajya Sabha,6a220101b6c2026c,1,false,,MOCK_VALIDATION,3200000.0,2023-10,2023,173830159.11,0.0008,57,36135287,234,158069158,5313,2961624043,10723,8317795158,137694872.11,1,1,77,9,9,3,3,3,1,1,1,400000.0,224500.0,490000.0,8.0,8.0,8.0,false,true,false,true,false,true,false,false,false,false,10,0.0,0,0,3.5,GREEN,true,false,true,false,false,-0.209799,35.4,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,cost_outlier,YELLOW,YELLOW,Allocation amount is inflated against trained medians
MOCK-COST_OUTLIER-002,2,Ramesh Chander Kaushik,Ramesh Chander Kaushik,ramesh_chander_kaushik,WS/MP592/2023-2024/15264 - Setting up public non-conventional energy plants,Setting up public non-conventional energy plants,setting_up_public_non_conventional_energy_plants,Normal/Others,Haryana,haryana,SONEPAT,sonepat,Deputy Commissioner Jind_IDA,deputy_commissioner_jind_ida,,,Jind,Ahirka (83),"Jind, Ahirka (83)",jind_ahirka_83,2023-09-02,3200000,Approved by IDA,Unsanctioned,Lok Sabha,7d16551044698e4c,1,false,,MOCK_VALIDATION,3200000.0,2023-09,2023,0.0,0.0,131,80726721,146,68955825,1519,825501755,131,80726721,-80726721.0,1,3,61,61,23,57,24,55,1,1,1,400000.0,500000.0,392564.0,8.0,8.0,8.0,false,true,false,true,false,true,false,false,false,false,10,0.0,0,0,3.5,GREEN,true,false,true,false,false,-0.231372,1.29,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,cost_outlier,YELLOW,YELLOW,Allocation amount is inflated against trained medians
MOCK-COST_OUTLIER-003,3,K Jayakumar,K Jayakumar,k_jayakumar,WS/MP735/2023-2024/60695 - Construction of bus-sheds or bus-stops,Construction of bus-sheds or bus-stops,construction_of_bus_sheds_or_bus_stops,Normal/Others,Tamil Nadu,tamil_nadu,TIRUVALLUR(SC),tiruvallur_sc,DISTRICT COLLECTOR TIRUVALLUR_IDA,district_collector_tiruvallur_ida,,,,,,,2023-12-12,3200000,Approved by IDA,,Lok Sabha,2657c9a30711717a,1,false,missing_locality,MOCK_VALIDATION,3200000.0,2023-12,2023,0.0,0.0,93,60477700,127,102642927,3716,3371781302,93,60477700,-60477700.0,0,0,5,5,5,45,45,19,0,0,0,400000.0,500000.0,435000.0,8.0,8.0,8.0,true,false,false,false,false,true,false,false,false,false,3,2.49,0,0,1.92,GREEN,true,false,true,false,false,-0.202122,43.28,False,0,0,0.0,0.0,0,0,0.0,GREEN,No trained baseline threshold crossed,cost_outlier,YELLOW,YELLOW,Allocation amount is inflated against trained medians
MOCK-COST_OUTLIER-004,4,Chunni lal Sahu,Chunni Lal Sahu,chunni_lal_sahu,NA - Construction of common work sheds/ common covered sitting area,Construction of common work sheds/ common covered sitting area,construction_of_common_work_sheds_common_covered_sitting_area,Normal/Others,Chhattisgarh,chhattisgarh,MAHASAMUND,mahasamund,DISTRICT COLLECTOR MAHASAMUND_IDA,district_collector_mahasamund_ida,,,Pithora,Gadbeda,"Pithora, Gadbeda",pithora_gadbeda,2023-12-21,3200000,Action Pending,Unsanctioned,Lok Sabha,beb9ac4dcb44ed0f,1,false,,MOCK_VALIDATION,3200000.0,2023-12,2023,0.0,0.0,76,41229533,45,24680000,1269,652370972,76,41229533,-41229533.0,1,1,6,6,3,21,12,17,1,0,0,400000.0,500000.0,500000.0,8.0,8.0,8.0,false,true,true,false,true,true,false,false,false,true,10,0.0,0,35,7.0,GREEN,true,false,true,false,true,-0.231284,1.38,False,3,0,0.0,0.0,20,45,10.4,GREEN,Project is unsanctioned with action pending,cost_outlier,YELLOW,YELLOW,Allocation amount is inflated against trained medians
MOCK-COST_OUTLIER-005,5,SHRI CM Ramesh,Cm Ramesh,cm_ramesh,WS/MP023/2023-2024/16174 - Installing community drinking water plants,Installing community drinking water plants,installing_community_drinking_water_plants,Normal/Others,Andhra Pradesh,andhra_pradesh,SITTING RAJYA SABHA,sitting_rajya_sabha,DISTRICT COLLECTOR CUDDAPAH_IDA,district_collector_cuddapah_ida,,,Peddamudium,Balapana Gudur,"Peddamudium, Balapana Gudur",peddamudium_balapana_gudur,2023-09-04,3200000,Approved by IDA,Unsanctioned,Rajya Sabha,100a72aa9f88e175,1,false,,MOCK_VALIDATION,3200000.0,2023-09,2023,0.0,0.0,98,101748356,169,225247356,3131,2344937649,10723,8317795158,-101748356.0,1,2,220,47,47,24,19,26,1,1,1,400000.0,500000.0,490000.0,8.0,8.0,8.0,false,true,false,true,false,true,false,false,false,false,10,0.0,0,0,3.5,GREEN,true,false,true,false,false,-0.220163,18.51,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,cost_outlier,YELLOW,YELLOW,Allocation amount is inflated against trained medians
MOCK-COST_OUTLIER-006,6,Ajay Bhatt,Ajay Bhatt,ajay_bhatt,NA - Construction of common work sheds/ common covered sitting area,Construction of common work sheds/ common covered sitting area,construction_of_common_work_sheds_common_covered_sitting_area,Normal/Others,Uttarakhand,uttarakhand,NAINITAL UDHAM SINGH NAG.,nainital_udham_singh_nag,DISTRICT MAGISTRATE NAINITAL_IDA,district_magistrate_nainital_ida,,,Nainital,Alchaunaa,"Nainital, Alchaunaa",nainital_alchaunaa,2024-01-02,3200000,Action Pending,Unsanctioned,Lok Sabha,c1fd5659eaa7f186,1,false,,MOCK_VALIDATION,3200000.0,2024-01,2024,147000000.0,0.0014,262,77460962,185,50685504,1476,323104597,262,77460962,69539038.0,3,11,101,101,67,7,6,8,5,3,3,400000.0,160173.0,250000.0,8.0,8.0,8.0,false,true,true,true,false,true,true,false,false,true,89,1.24,0,35,35.08,YELLOW,true,true,true,false,true,-0.144997,76.13,False,74,0,0.0,0.0,0,45,26.7,GREEN,Repeated work appears in same locality or exact duplicate group | Project is unsanctioned with action pending,cost_outlier,YELLOW,YELLOW,Allocation amount is inflated against trained medians
MOCK-COST_OUTLIER-007,7,Shri Komati Reddy Venkat Reddy,Komati Reddy Venkat Reddy,komati_reddy_venkat_reddy,NA - Street lights,Street lights,street_lights,Normal/Others,Telangana,telangana,BHONGIR,bhongir,DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA,district_collector_yadadri_bhuvanagiri_ida,,,Addaguduru,Addagudoor,"Addaguduru, Addagudoor",addaguduru_addagudoor,2023-12-09,3200000,Action Pending,Unsanctioned,Lok Sabha,63c8cca51b12fe1c,1,false,,MOCK_VALIDATION,3200000.0,2023-12,2023,0.0,0.0,292,71720000,156,36581000,2024,751653933,292,71720000,-71720000.0,2,15,177,177,110,196,69,132,2,2,2,400000.0,350000.0,150000.0,8.0,8.0,8.0,false,true,true,true,false,true,true,false,false,true,82,0.0,0,35,32.2,YELLOW,true,true,true,false,true,-0.177868,61.63,False,71,0,0.0,0.0,0,45,25.8,GREEN,Repeated work appears in same locality or exact duplicate group | Project is unsanctioned with action pending,cost_outlier,YELLOW,YELLOW,Allocation amount is inflated against trained medians
MOCK-COST_OUTLIER-008,8,Smt Aparajita Sarangi,Aparajita Sarangi,aparajita_sarangi,WS/MP300/2023-2024/243 - Street lights,Street lights,street_lights,Normal/Others,Odisha,odisha,BHUBANESWAR,bhubaneswar,DISTRICT COLLECTOR KHORDHA_IDA,district_collector_khordha_ida,Bhubaneswar,Khordha Municipality Area - 22 Wards,,,"Bhubaneswar, Khordha Municipality Area - 22 Wards",bhubaneswar_khordha_municipality_area_22_wards,2023-04-26,3200000,Approved by IDA,Unsanctioned,Lok Sabha,f423889269425a6f,1,false,,MOCK_VALIDATION,3200000.0,2023-04,2023,147420861.41,0.0111,434,61235000,507,103926752,3844,1383253124,434,61235000,86185861.41,1,0,126,126,129,42,42,5,1,0,0,400000.0,250000.0,100000.0,8.0,8.0,8.0,false,true,false,false,false,true,false,true,false,false,10,100.0,0,0,38.5,YELLOW,true,false,true,false,false,0.04041,98.49,True,3,100,98.49,100.0,0,0,35.9,YELLOW,Allocation amount is high compared with trained category/state distribution | Financial pattern is unusual against the IsolationForest train distribution,cost_outlier,YELLOW,YELLOW,Allocation amount is inflated against trained medians
MOCK-COST_OUTLIER-009,9,Ramesh Chandappa Jigajinagi,Ramesh Chandappa Jigajinagi,ramesh_chandappa_jigajinagi,NA - Construction of rooms and halls in school and colleges,Construction of rooms and halls in school and colleges,construction_of_rooms_and_halls_in_school_and_colleges,Normal/Others,Karnataka,karnataka,BIJAPUR(SC),bijapur_sc,DEPUTY COMMISSIONER BIJAPUR_IDA,deputy_commissioner_bijapur_ida,,,Indi,Sangogi,"Indi, Sangogi",indi_sangogi,2024-01-14,3200000,Action Pending,Unsanctioned,Lok Sabha,5b09a368dcd3d78e,1,false,,MOCK_VALIDATION,3200000.0,2024-01,2024,269500000.0,0.0009,325,86570000,325,86570000,3121,1670831193,325,86570000,182930000.0,1,10,80,80,80,5,5,5,1,1,1,400000.0,500000.0,250000.0,8.0,8.0,8.0,false,true,true,true,false,true,false,false,false,true,10,0.0,0,35,7.0,GREEN,true,false,true,false,true,-0.19544,49.18,False,3,0,0.0,0.0,0,45,5.4,GREEN,Project is unsanctioned with action pending,cost_outlier,YELLOW,YELLOW,Allocation amount is inflated against trained medians
MOCK-COST_OUTLIER-010,10,Chaudhary Mehboob Ali Kaiser,Chaudhary Mehboob Ali Kaiser,chaudhary_mehboob_ali_kaiser,WS/MP542/2023-2024/15099 - Lighting of public spaces,Lighting of public spaces,lighting_of_public_spaces,Normal/Others,Bihar,bihar,KHAGARIA,khagaria,DISTRICT PLANNING OFFICER KHAGARIA_IDA,district_planning_officer_khagaria_ida,Khagaria,5,,,"Khagaria, 5",khagaria_5,2023-09-02,3200000,Approved by IDA,Unsanctioned,Lok Sabha,2f90de1eebd261f6,1,false,,MOCK_VALIDATION,3200000.0,2023-09,2023,0.0,0.0,71,26979604,63,24839604,4575,3315478980,71,26979604,-26979604.0,1,0,50,50,47,10,10,9,1,1,1,400000.0,500000.0,210000.0,8.0,8.0,8.0,false,true,false,true,false,true,false,false,false,false,10,0.0,0,0,3.5,GREEN,true,false,true,false,false,-0.224771,10.5,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,cost_outlier,YELLOW,YELLOW,Allocation amount is inflated against trained medians
MOCK-SPLIT_SANCTION-001,1,Smt Seema Dwivedi,Seema Dwivedi,seema_dwivedi,NA - Phase 2 continuation work,Phase 2 continuation work,improvement_of_electricity_distribution_infrastructure,Normal/Others,Uttar Pradesh,uttar_pradesh,SITTING RAJYA SABHA,sitting_rajya_sabha,DISTRICT MAGISTRATE JAUNPUR_IDA,district_magistrate_jaunpur_ida,,,Maharaj Ganj,Uday Bhanpur,"Maharaj Ganj, Uday Bhanpur",maharaj_ganj_uday_bhanpur,2023-10-26,490000,Approved by IDA,Unsanctioned,Rajya Sabha,6a220101b6c2026c,1,false,,MOCK_VALIDATION,490000,2023-10,2023,173830159.11,0.0008,57,36135287,234,158069158,5313,2961624043,10723,8317795158,137694872.11,1,1,77,9,9,3,3,3,1,4,4,400000.0,224500.0,490000.0,0.3275,0.5835,0.2673,false,true,true,true,true,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,true,false,false,true,true,-0.209799,35.4,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,split_sanction,YELLOW,YELLOW,Near Rs 5 lakh work appears in a repeated short-window cluster
MOCK-SPLIT_SANCTION-002,2,Ramesh Chander Kaushik,Ramesh Chander Kaushik,ramesh_chander_kaushik,NA - Phase 3 continuation work,Phase 3 continuation work,setting_up_public_non_conventional_energy_plants,Normal/Others,Haryana,haryana,SONEPAT,sonepat,Deputy Commissioner Jind_IDA,deputy_commissioner_jind_ida,,,Jind,Ahirka (83),"Jind, Ahirka (83)",jind_ahirka_83,2023-09-02,490000,Approved by IDA,Unsanctioned,Lok Sabha,7d16551044698e4c,1,false,,MOCK_VALIDATION,490000,2023-09,2023,0.0,0.0,131,80726721,146,68955825,1519,825501755,131,80726721,-80726721.0,1,3,61,61,23,3,3,55,1,4,4,400000.0,500000.0,392564.0,0.9814,0.7851,1.0,false,true,true,true,true,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,true,false,false,true,true,-0.231372,1.29,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,split_sanction,YELLOW,YELLOW,Near Rs 5 lakh work appears in a repeated short-window cluster
MOCK-SPLIT_SANCTION-003,4,Chunni lal Sahu,Chunni Lal Sahu,chunni_lal_sahu,NA - Phase 1 continuation work,Phase 1 continuation work,construction_of_common_work_sheds_common_covered_sitting_area,Normal/Others,Chhattisgarh,chhattisgarh,MAHASAMUND,mahasamund,DISTRICT COLLECTOR MAHASAMUND_IDA,district_collector_mahasamund_ida,,,Pithora,Gadbeda,"Pithora, Gadbeda",pithora_gadbeda,2023-12-21,490000,Action Pending,Unsanctioned,Lok Sabha,beb9ac4dcb44ed0f,1,false,,MOCK_VALIDATION,490000,2023-12,2023,0.0,0.0,76,41229533,45,24680000,1269,652370972,76,41229533,-41229533.0,1,1,6,6,3,3,3,17,1,4,4,400000.0,500000.0,500000.0,1.25,1.0,1.0,false,true,true,true,true,false,false,false,false,true,10,0.0,0,35,7.0,GREEN,true,false,false,true,true,-0.231284,1.38,False,3,0,0.0,0.0,20,45,10.4,GREEN,Project is unsanctioned with action pending,split_sanction,YELLOW,YELLOW,Near Rs 5 lakh work appears in a repeated short-window cluster
MOCK-SPLIT_SANCTION-004,5,SHRI CM Ramesh,Cm Ramesh,cm_ramesh,NA - Phase 2 continuation work,Phase 2 continuation work,installing_community_drinking_water_plants,Normal/Others,Andhra Pradesh,andhra_pradesh,SITTING RAJYA SABHA,sitting_rajya_sabha,DISTRICT COLLECTOR CUDDAPAH_IDA,district_collector_cuddapah_ida,,,Peddamudium,Balapana Gudur,"Peddamudium, Balapana Gudur",peddamudium_balapana_gudur,2023-09-04,490000,Approved by IDA,Unsanctioned,Rajya Sabha,100a72aa9f88e175,1,false,,MOCK_VALIDATION,490000,2023-09,2023,0.0,0.0,98,101748356,169,225247356,3131,2344937649,10723,8317795158,-101748356.0,1,2,220,47,47,3,3,26,1,4,4,400000.0,500000.0,490000.0,0.5625,0.45,0.4592,false,true,true,true,true,false,false,false,false,false,10,0.0,0,0,3.5,GREEN,true,false,false,true,true,-0.220163,18.51,False,3,0,0.0,0.0,0,0,0.9,GREEN,No trained baseline threshold crossed,split_sanction,YELLOW,YELLOW,Near Rs 5 lakh work appears in a repeated short-window cluster
MOCK-SPLIT_SANCTION-005,6,Ajay Bhatt,Ajay Bhatt,ajay_bhatt,NA - Phase 3 continuation work,Phase 3 continuation work,construction_of_common_work_sheds_common_covered_sitting_area,Normal/Others,Uttarakhand,uttarakhand,NAINITAL UDHAM SINGH NAG.,nainital_udham_singh_nag,DISTRICT MAGISTRATE NAINITAL_IDA,district_magistrate_nainital_ida,,,Nainital,Alchaunaa,"Nainital, Alchaunaa",nainital_alchaunaa,2024-01-02,490000,Action Pending,Unsanctioned,Lok Sabha,c1fd5659eaa7f186,1,false,,MOCK_VALIDATION,490000,2024-01,2024,147000000.0,0.0014,262,77460962,185,50685504,1476,323104597,262,77460962,69539038.0,3,11,101,101,67,3,3,8,5,4,4,400000.0,160173.0,250000.0,0.5,1.2486,0.8,false,true,true,true,true,false,true,false,false,true,89,1.24,0,35,35.08,YELLOW,true,true,false,true,true,-0.144997,76.13,False,74,0,0.0,0.0,0,45,26.7,GREEN,Repeated work appears in same locality or exact duplicate group | Project is unsanctioned with action pending,split_sanction,YELLOW,YELLOW,Near Rs 5 lakh work appears in a repeated short-window cluster
MOCK-SPLIT_SANCTION-006,7,Shri Komati Reddy Venkat Reddy,Komati Reddy Venkat Reddy,komati_reddy_venkat_reddy,NA - Phase 1 continuation work,Phase 1 continuation work,street_lights,Normal/Others,Telangana,telangana,BHONGIR,bhongir,DISTRICT COLLECTOR YADADRI BHUVANAGIRI_IDA,district_collector_yadadri_bhuvanagiri_ida,,,Addaguduru,Addagudoor,"Addaguduru, Addagudoor",addaguduru_addagudoor,2023-12-09,490000,Action Pending,Unsanctioned,Lok Sabha,63c8cca51b12fe1c,1,false,,MOCK_VALIDATION,490000,2023-12,2023,0.0,0.0,292,71720000,156,36581000,2024,751653933,292,71720000,-71720000.0,2,15,177,177,110,3,3,132,2,4,4,400000.0,350000.0,150000.0,0.5575,0.6371,1.4867,false,true,true,true,true,false,true,false,false,true,82,0.0,0,35,32.2,YELLOW,true,true,false,true,true,-0.177868,61.63,False,71,0,0.0,0.0,0,45,25.8,GREEN,Repeated work appears in same locality or exact duplicate group | Project is unsanctioned with action pending,split_sanction,YELLOW,YELLOW,Near Rs 5 lakh work appears in a repeated short-window cluster
MOCK-SPLIT_SANCTION-007,8,Smt Aparajita Sarangi,Aparajita Sarangi,aparajita_sarangi,NA - Phase 2 continuation work,Phase 2 continuation work,street_lights,Normal/Others,Odisha,odisha,BHUBANESWAR,bhubaneswar,DISTRICT COLLECTOR KHORDHA_IDA,district_collector_khordha_ida,Bhubaneswar,Khordha Municipality Area - 22 Wards,,,"Bhubaneswar, Khordha Municipality Area - 22 Wards",bhubaneswar_khordha_municipality_area_22_wards,2023-04-26,490000,Approved by IDA,Unsanctioned,Lok Sabha,f423889269425a6f,1,false,,MOCK_VALIDATION,490000,2023-04,2023,147420861.41,0.0111,434,61235000,507,103926752,3844,1383253124,434,61235000,86185861.41,1,0,126,126,129,3,3,5,1,4,4,400000.0,250000.0,100000.0,4.1,6.56,16.4,false,true,true,true,true,false,false,true,false,false,10,100.0,0,0,38.5,YELLOW,true,false,true,true,true,0.04041,98.49,True,3,100,98.49,100.0,0,0,35.9,YELLOW,Allocation amount is high compared with trained category/state distribution | Financial pattern is unusual against the IsolationForest train distribution,split_sanction,YELLOW,YELLOW,Near Rs 5 lakh work appears in a repeated short-window cluster
